151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,212,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,146,2,0,0,0,0,0,1,0,0,0,0,0
0,0,0,138,6,2,1,2,0,0,0,1,0,0,0
0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,312,0,1,1,6,0,0,0,0,0
1,1,0,1,0,5,111,10,3,9,0,7,0,0,2
0,0,0,3,0,0,11,264,4,0,2,2,0,0,1
0,0,0,0,0,1,2,0,133,2,2,3,0,0,1
0,0,0,0,0,13,7,1,5,228,1,12,0,0,0
0,0,0,0,0,2,2,1,1,1,198,36,2,2,7
1,0,0,0,0,5,1,2,2,2,4,188,1,0,6
0,0,0,0,0,9,1,0,8,0,3,1,459,1,0
0,0,0,0,0,0,0,0,2,1,0,0,0,54,0
1,0,0,0,0,0,0,0,0,0,1,5,0,0,233
